N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE,CROP,STATE
56,76,16,28.3,61.2,7.5,63.3,4500,Blackgram,Maharashtra
29,76,15,28.5,64.2,7,69.7,3000,Blackgram,Maharashtra
43,61,20,26.9,61.6,6.8,63.5,3500,Blackgram,Maharashtra
55,60,15,32.8,68.8,7.2,64.1,5000,Blackgram,Maharashtra
44,63,15,26.4,64.5,7.3,63.5,3500,Blackgram,Maharashtra
29,67,21,29.8,63.4,6.6,63,1700,Blackgram,Maharashtra
47,63,16,27.4,67.1,6.7,72.5,1000,Blackgram,Maharashtra
40,68,17,34.1,65.1,7.7,70.4,2000,Blackgram,Maharashtra
58,61,15,30.9,64.2,7.4,62.8,2,Blackgram,Maharashtra
41,74,18,28.8,61,6.6,73.4,300,Blackgram,Maharashtra
58,79,17,27.2,66.1,7,62.3,5,Blackgram,Maharashtra
27,62,24,28.6,66.8,7.4,62.3,2900,Blackgram,Maharashtra
27,60,17,26.4,63.6,7,64.4,8000,Blackgram,Maharashtra
52,65,20,32.8,66.2,6.8,68.8,1800,Blackgram,Maharashtra
44,55,25,29.6,65.9,7.4,71.2,1400,Blackgram,Maharashtra
21,62,24,33.5,62.7,6.8,65.5,1100,Blackgram,Maharashtra
60,59,22,31.9,66.7,7.2,74.2,1500,Blackgram,Maharashtra
33,77,21,30.3,65.6,7,71.6,12,Blackgram,Maharashtra
59,58,17,28.5,66.3,7.4,62.8,4,Blackgram,Maharashtra
29,63,17,30,67.9,7.3,66.5,3000,Blackgram,Maharashtra
59,63,18,31.7,60.1,6.5,66.7,1700,Blackgram,Maharashtra
29,70,15,30.3,63.5,6.9,74.2,4,Blackgram,Maharashtra
58,73,16,33.4,65.7,6.9,64.9,1500,Blackgram,Maharashtra
55,77,22,31.4,63,7.8,64.8,1000,Blackgram,Maharashtra
42,79,23,27.7,63.3,6.8,68.6,400,Blackgram,Maharashtra
44,77,21,32.6,61.3,7.3,61.8,1000,Blackgram,Maharashtra
38,62,25,32.7,67.8,7.5,63.4,400,Blackgram,Maharashtra
32,76,15,28.1,63.5,7.6,43.4,5000,Lentil,Maharashtra
13,61,22,19.4,63.3,7.7,46.8,5000,Lentil,Maharashtra
38,60,20,29.8,60.6,7.5,46.8,1500,Lentil,Maharashtra
11,74,17,21.4,69.9,6.6,46.6,1800,Lentil,Maharashtra
37,71,16,26.3,68.5,7.3,46.1,800,Lentil,Maharashtra
29,71,18,22.2,62.1,6.4,53.5,1000,Lentil,Maharashtra
2,72,18,26.6,61,7.8,50.9,3,Lentil,Maharashtra
6,59,21,26.6,66.1,6.1,50.9,3000,Lentil,Maharashtra
13,64,20,19.1,62.6,6.6,36.5,3000,Lentil,Maharashtra
8,58,17,28.8,69.2,7.3,35.2,4500,Lentil,Maharashtra
6,77,20,25.8,60.3,6.1,49.1,1800,Lentil,Maharashtra
2,75,22,23.9,61.8,6.7,52.6,6,Lentil,Maharashtra
3,69,23,28.7,63.2,7.3,43,6,Lentil,Maharashtra
27,80,24,28.4,61.8,7.8,49,300,Lentil,Maharashtra
39,78,15,21.4,62.6,5.9,41.8,5,Lentil,Maharashtra
40,79,17,21.1,63.2,6.4,38.7,4000,Lentil,Maharashtra
37,62,22,24,61.6,7.4,49.8,8,Lentil,Maharashtra
31,60,24,25.4,65.9,7.7,51.9,3,Lentil,Maharashtra
22,67,22,29,64.5,7.5,54.9,6000,Lentil,Maharashtra
3,78,18,20.2,68.7,6.9,50.9,3,Lentil,Maharashtra
4,80,16,29.2,68,7.4,44.9,1400,Lentil,Maharashtra
13,61,24,18.3,69.7,7.6,49.4,800,Lentil,Maharashtra
12,66,20,27.4,63.4,7.3,44.4,900,Lentil,Maharashtra
4,61,21,24.8,60.1,6.8,48.8,750,Lentil,Maharashtra
9,60,21,29.9,67.3,7.5,40.4,4,Lentil,Maharashtra
18,66,22,25.9,67.6,6.3,47.9,2400,Lentil,Maharashtra
32,56,18,20,65.8,7.1,46.1,400,Lentil,Maharashtra
6,72,15,23,66.7,7.7,54.5,5,Lentil,Maharashtra
15,77,20,25.1,66.9,7.4,49,850,Lentil,Maharashtra
0,65,24,28.5,62.4,7.8,53.1,8,Lentil,Maharashtra
30,79,22,18.3,69.5,6.3,48.6,4,Lentil,Maharashtra
3,63,16,24.4,61.2,6.9,53.1,1000,Lentil,Maharashtra
2,78,23,21.3,66.4,7.3,45.4,3600,Lentil,Maharashtra
10,78,18,18.5,62.7,6.3,44.1,1400,Lentil,Maharashtra
14,67,25,25.3,60.9,7.2,49.4,2000,Lentil,Maharashtra
39,65,23,25.4,69.1,7.7,41,2600,Lentil,Maharashtra
19,72,15,28.8,69.8,6.9,44.1,1550,Lentil,Maharashtra
18,57,21,27.4,63.9,6.2,49.5,1200,Lentil,Maharashtra
31,58,15,28.3,60.2,6.2,45.4,4,Lentil,Maharashtra
28,58,25,27.5,62,6.9,37.8,5000,Lentil,Maharashtra
5,65,19,18.3,68.1,7,48.8,550,Lentil,Maharashtra
16,65,19,27.6,69.3,7,42.7,1000,Lentil,Maharashtra
34,65,19,23.4,63.2,5.9,45.4,10,Lentil,Maharashtra
14,69,19,21,63.7,7.2,52.4,9,Lentil,Maharashtra
22,55,16,23.8,68,6.5,49.7,1200,Lentil,Maharashtra
24,61,17,22.6,65.4,6.2,38.3,8000,Lentil,Maharashtra
2,79,15,21.5,65.5,7.5,35.8,1000,Lentil,Maharashtra
26,63,17,29.9,65.7,7,45,2500,Lentil,Maharashtra
27,61,15,25.3,67.1,7,48.3,4000,Lentil,Maharashtra
24,70,16,25.2,68.9,6.5,35,3700,Lentil,Maharashtra
13,74,25,24.1,61.1,6.5,44.2,1000,Lentil,Maharashtra
6,64,23,23.3,67.4,7.1,36.2,800,Lentil,Maharashtra
12,58,23,21.7,63.4,6.8,50.4,1000,Lentil,Maharashtra
32,79,22,27.6,63.5,5.9,54.4,1000,Lentil,Maharashtra
6,68,18,24.4,62.5,6.7,47.3,900,Lentil,Maharashtra
10,79,20,25,66.9,6.4,38.2,2500,Lentil,Maharashtra
38,77,22,28.2,69.3,6.3,35.4,3500,Lentil,Maharashtra
17,74,17,26,69.6,7.4,37.1,2,Lentil,Maharashtra
26,68,24,28,64.1,7.5,37.2,2000,Lentil,Maharashtra
23,75,17,24.9,64,7.2,48.3,2000,Lentil,Maharashtra
32,78,22,24,62.4,7,53.4,3400,Lentil,Maharashtra
19,79,19,20.1,67.8,6.7,42.9,6500,Lentil,Maharashtra
22,60,18,19.6,61.3,6.7,41.8,2250,Lentil,Maharashtra
28,69,16,29.8,66.3,6.5,35.7,4500,Lentil,Maharashtra
1,67,21,27.5,60.5,6.6,48.1,4600,Lentil,Maharashtra
12,67,23,25.6,63.1,6.6,45.5,800,Lentil,Maharashtra
36,67,20,20.4,60.5,6.9,53.3,3,Lentil,Maharashtra
28,70,21,25.4,60.5,7.4,39.2,2600,Lentil,Maharashtra
12,71,19,24.9,60.7,7.1,42.2,2500,Lentil,Maharashtra
22,68,16,27.7,63.2,7.7,37.5,1500,Lentil,Maharashtra
26,66,22,18.1,65.1,6.3,51.5,3800,Lentil,Maharashtra
16,65,16,18.1,62.5,6.1,50.6,2,Lentil,Maharashtra
14,59,22,23.8,67.9,6.8,46.9,1800,Lentil,Maharashtra
33,59,19,23.2,62.7,7.6,49.6,1000,Lentil,Maharashtra
21,63,17,25.1,68.2,6.6,41.5,700,Lentil,Maharashtra
0,69,21,25.9,61.9,7.1,36.7,2000,Lentil,Maharashtra
10,75,17,18.4,68.1,7.7,39,1400,Lentil,Maharashtra
30,61,18,27.1,67,6.2,52.5,2800,Lentil,Maharashtra
0,74,17,23.3,64.5,7.2,47,3100,Lentil,Maharashtra
35,74,22,26.7,63,6.9,42.9,1300,Lentil,Maharashtra
7,63,24,19.6,64.5,6.8,53,2,Lentil,Maharashtra
9,56,17,26.1,66.8,6.3,46.5,2000,Lentil,Maharashtra
14,74,15,28,65.6,6.5,49.9,5000,Lentil,Maharashtra
14,76,20,29.1,62.1,7,36.5,500,Lentil,Maharashtra
36,65,16,25.7,64.1,7.7,50.2,2900,Lentil,Maharashtra
28,67,21,21.8,63.7,6.3,46.6,1000,Lentil,Maharashtra
28,79,16,24.7,60.3,6.1,53.1,475,Lentil,Maharashtra
40,61,22,20.9,65.8,7,44.2,3500,Lentil,Manipur
10,70,19,24.8,69,7.3,41.6,9600,Lentil,Manipur
12,80,19,21.9,65.2,6,36.1,1300,Lentil,Manipur
37,77,20,25.9,68.7,7.1,51,2500,Lentil,Manipur
0,67,22,29.8,69.4,6.6,51.6,4500,Lentil,Manipur
7,73,25,27.5,63.1,7.3,45.2,7300,Lentil,Manipur
10,56,18,28,68.6,7.3,46.1,2500,Lentil,Manipur
39,70,15,20.8,63.9,6.4,47.9,2250,Lentil,Manipur
26,56,22,23.1,60.4,7,52.6,1000,Lentil,Manipur
9,77,17,21.7,63.6,6.3,38.1,3700,Lentil,Manipur
4,59,19,26.3,67.6,7.6,40.8,3000,Lentil,Manipur
34,73,15,21,63.8,7.6,53.1,1000,Lentil,Manipur
33,77,15,23.9,66.3,7.8,40.7,2000,Lentil,Manipur
2,24,38,24.6,91.6,5.9,112,13300,Pomegranate,Manipur
6,18,37,19.7,89.9,5.9,108,3500,Pomegranate,Manipur
8,26,36,18.8,87.4,6.8,102.5,7400,Pomegranate,Manipur
37,18,39,24.1,94.5,6.4,110.2,2500,Pomegranate,Manipur
0,27,38,22.4,89.9,6.7,109.4,1400,Pomegranate,Manipur
31,25,38,25,92.4,6.5,109.4,3500,Pomegranate,Manipur
21,21,38,22.6,89.3,6.3,104.9,3500,Pomegranate,Manipur
6,30,40,22.8,91.5,6.4,107,1500,Pomegranate,Manipur
25,27,41,19.2,94.3,6.9,108,2500,Pomegranate,Manipur
15,11,38,23.1,92.7,6.6,109.4,15000,Pomegranate,Manipur
14,5,36,24.9,85.2,5.8,104.8,5500,Pomegranate,Manipur
16,10,41,24.8,85.6,6.7,105.8,8200,Pomegranate,Manipur
36,7,37,19.9,86.4,5.8,108.3,2500,Pomegranate,Manipur
4,20,41,24.3,93.8,6.5,104.5,2500,Pomegranate,Manipur
29,22,40,23.6,89.7,6.1,107.7,1000,Pomegranate,Manipur
16,15,42,19.7,89.1,6.9,108.5,4100,Pomegranate,Manipur
18,27,41,22.4,92.3,7.2,104.8,3500,Pomegranate,Manipur
11,18,42,21.6,94.9,5.9,102.9,8000,Pomegranate,Manipur
5,15,38,18.3,88.2,5.7,108.1,1500,Pomegranate,Manipur
18,23,44,23.7,89.6,6.2,105.6,2000,Pomegranate,Manipur
9,8,40,22.5,89.9,6.6,111.7,15000,Pomegranate,Manipur
40,27,45,21.7,94.8,5.9,112.4,3000,Pomegranate,Manipur
22,23,44,20.1,89.3,6.1,107.3,7000,Pomegranate,Manipur
9,16,39,18.4,91.1,6.1,105.2,2500,Pomegranate,Manipur
12,29,40,19.7,89.8,6.6,111.3,2250,Pomegranate,Manipur
0,17,42,23.2,91.2,6.9,109.1,1500,Pomegranate,Manipur
2,21,44,18.9,87.3,6.6,102.8,3800,Pomegranate,Manipur
28,6,40,22.1,91.3,6.8,106.9,3500,Pomegranate,Manipur
8,23,44,18.5,89.7,7.1,108.5,11000,Pomegranate,Manipur
29,16,36,19.8,88.9,5.7,102.9,1000,Pomegranate,Manipur
17,18,43,24.5,90.8,5.8,103.2,2000,Pomegranate,Manipur
34,21,42,18.8,89.9,6.6,111,14000,Pomegranate,Manipur
21,23,42,19.5,90.3,6.9,104.4,5500,Pomegranate,Manipur
25,17,40,18.9,87.7,6.6,111.3,7500,Pomegranate,Manipur
8,25,36,19.9,95,6.8,104,2000,Pomegranate,Manipur
26,18,42,19.7,89.6,6.9,108.2,2375,Pomegranate,Manipur
4,19,42,23.8,87.8,6.3,111.2,1000,Pomegranate,Manipur
36,24,41,24.9,94.3,7,103.9,3900,Pomegranate,Manipur
5,24,40,24.7,93.9,6.3,104.7,2500,Pomegranate,Manipur
19,17,39,24.7,85.6,6.7,111.3,13500,Pomegranate,Meghalaya
39,30,38,20.1,87.6,7,108.1,4000,Pomegranate,Meghalaya
4,24,43,22.4,88.2,7.2,109.9,6500,Pomegranate,Meghalaya
38,21,35,20.3,89.4,5.8,111,4000,Pomegranate,Meghalaya
37,11,36,24.2,85.6,6.7,106.9,1850,Pomegranate,Meghalaya
9,25,41,24.8,91.9,6,109.3,1500,Pomegranate,Nagaland
29,22,43,19.7,88,5.6,106,4200,Pomegranate,Nagaland
5,21,38,22.4,90.3,6.1,112.5,2300,Pomegranate,Nagaland
22,26,38,22.9,85.1,7,110.2,1700,Pomegranate,Nagaland
4,18,37,22.9,85.4,7.1,106.3,1700,Pomegranate,Nagaland
21,6,41,24.9,89.4,7.1,107.2,1700,Pomegranate,Nagaland
29,21,45,23.4,93.1,6.7,105.2,500,Pomegranate,Odisha
23,5,44,21.2,94.3,7.2,107.6,500,Pomegranate,Odisha
13,7,43,18.2,91.1,7,109.7,800,Pomegranate,Odisha
5,13,37,22.3,89.8,5.6,103.3,1200,Pomegranate,Odisha
27,24,41,24.3,90.9,6.6,110.5,700,Pomegranate,Odisha
7,23,35,19.8,88.7,7.1,102.6,5100,Pomegranate,Odisha
12,20,39,19.9,86.2,6,111,7500,Pomegranate,Odisha
4,19,43,18.1,93.1,5.8,106.4,1100,Pomegranate,Odisha
3,9,45,23.9,89.6,6.5,104.6,700,Pomegranate,Odisha
1,27,36,24,93.3,5.7,105,550,Pomegranate,Odisha
23,30,44,20.9,85.4,6.1,103,1450,Pomegranate,Odisha
24,21,42,20.8,87.2,7,109.4,2900,Pomegranate,Odisha
13,30,37,20.9,91.6,6.3,106.9,600,Pomegranate,Odisha
40,11,44,24.5,86.1,6.3,111.4,1750,Pomegranate,Odisha
21,9,40,24.5,90.6,6,105.6,2800,Pomegranate,Odisha
3,27,44,24.6,92,6.6,111,2500,Pomegranate,Odisha
40,29,42,24.6,89,7.1,110.7,3800,Pomegranate,Odisha
14,25,40,20.1,91,6.4,103.7,4200,Pomegranate,Odisha
38,14,37,21.8,94.6,6.7,102.6,1000,Pomegranate,Odisha
34,9,36,22.8,86.3,6.3,110.4,2400,Pomegranate,Odisha
32,14,37,22.7,88.5,6.8,104.7,1300,Pomegranate,Odisha
18,21,35,23.3,94.9,6.4,111.1,900,Pomegranate,Odisha
8,23,38,19.3,87.2,7,105.5,1300,Pomegranate,Odisha
15,6,41,19,88.8,6.9,108.7,800,Pomegranate,Odisha
0,5,36,24.4,90.9,6.2,105.5,3000,Pomegranate,Odisha
22,9,44,24.7,88.9,5.7,112.2,3000,Pomegranate,Odisha
14,8,43,21.9,94.5,7.1,111.7,1000,Pomegranate,Odisha
31,11,45,24.8,86.9,6,107.6,1200,Pomegranate,Odisha
39,17,45,18.1,90.4,6.9,104.9,3000,Pomegranate,Odisha
10,5,42,20.2,91.1,6.9,109.3,3000,Pomegranate,Odisha
8,28,38,23.2,94.4,6.8,105.7,1500,Pomegranate,Odisha
32,13,42,23.5,93,5.8,106.6,1500,Pomegranate,Odisha
18,9,40,19.4,89,5.6,106.2,1400,Pomegranate,Odisha
20,27,41,20.5,92.5,5.7,110.6,1750,Pomegranate,Odisha
39,25,36,18.9,95,5.6,107.6,3200,Pomegranate,Odisha
20,7,45,18.9,89.2,6.1,112.5,1350,Pomegranate,Odisha
11,10,45,22.6,88.5,6.4,109,1300,Pomegranate,Odisha
40,18,43,19.4,86.8,5.8,109.9,900,Pomegranate,Odisha
3,26,39,24.4,91.2,7.1,103.6,2800,Pomegranate,Odisha
9,16,36,23.8,92.9,5.9,107,2800,Pomegranate,Odisha
30,20,38,22.6,93.2,7.1,110.1,700,Pomegranate,Odisha
40,9,41,24.4,85.4,5.8,106.1,600,Pomegranate,Odisha
40,30,35,20.9,91.1,6.3,104.4,1500,Pomegranate,Odisha
32,25,35,18.1,85.7,5.9,107,3500,Pomegranate,Odisha
33,23,45,20,85.8,7.1,112.3,1500,Pomegranate,Odisha
4,14,41,19.9,89.8,6.4,102.8,1400,Pomegranate,Odisha
13,17,45,21.3,92.7,7.2,106.3,600,Pomegranate,Odisha
39,24,39,23.7,93.3,6.4,109.8,2200,Pomegranate,Odisha
8,28,37,23.9,86.2,6.1,108.3,800,Pomegranate,Odisha
91,94,46,29.4,76.2,6.1,92.8,6500,Banana,Odisha
105,95,50,27.3,83.7,5.8,101,7500,Banana,Odisha
108,92,53,27.4,83,6.3,104.9,1400,Banana,Odisha
86,76,54,29.3,80.1,5.9,90.1,700,Banana,Odisha
80,77,49,26.1,79.4,5.5,113.2,800,Banana,Odisha
93,94,53,25.9,84.4,6.1,114.5,1100,Banana,Odisha
90,92,55,27,80.2,6.1,97.3,800,Banana,Odisha
108,89,53,29.6,78.1,5.8,99.3,1200,Banana,Odisha
108,88,55,26.3,83.4,5.9,113.9,2000,Banana,Odisha
105,77,52,29.2,76.2,5.8,100,1400,Banana,Odisha
118,88,52,28.7,82.7,5.8,98.8,4000,Banana,Odisha
101,87,54,29.1,76.5,6.4,100.2,4000,Banana,Odisha
95,75,50,28.1,75.3,5.6,118.3,9000,Banana,Odisha
106,85,53,27.2,78.8,5.9,99.7,9000,Banana,Odisha
86,95,49,28.1,78,6.5,108.4,2000,Banana,Odisha
83,79,55,25.1,83.3,5.6,98.7,1000,Banana,Odisha
85,95,47,25.9,78.3,6.2,119.8,4000,Banana,Odisha
109,79,45,27.7,79.7,6.5,108.7,1000,Banana,Odisha
100,76,45,25.6,75.9,5.6,102.8,1000,Banana,Odisha
117,86,48,28.7,82.5,6.2,116.2,4000,Banana,Odisha
114,94,53,26.3,76.9,6.2,118.7,4000,Banana,Odisha
110,78,50,25.9,78.9,5.9,98.2,1500,Banana,Odisha
94,70,48,25.1,84.9,6.2,91.5,1500,Banana,Odisha
80,71,47,27.5,80.8,6.2,105.1,8000,Banana,Odisha
114,79,51,26.2,82.3,6.3,112.1,8000,Banana,Odisha
88,78,45,29.1,79.2,6.3,92.1,8000,Banana,Odisha
112,73,48,29.2,77.3,5.7,90.7,1790,Banana,Odisha
117,76,47,25.6,77.4,6.1,93.1,1000,Banana,Odisha
111,87,48,26.4,81.4,5.6,98.2,3000,Banana,Odisha
89,83,47,28.1,77.8,5.6,109.5,4000,Banana,Odisha
93,91,47,27.8,83.3,6.1,117.3,1000,Banana,Odisha
92,81,52,27.4,81.5,6.4,94.3,3000,Banana,Odisha
105,74,45,25.1,81.4,6.1,119.2,3500,Banana,Odisha
102,71,48,28.7,79.3,5.7,102.5,600,Banana,Odisha
94,91,51,29.2,76.7,5.6,109.6,800,Banana,Odisha
116,71,47,27.6,82.1,6.4,91.3,900,Banana,Odisha
117,79,49,25.4,82.4,6.2,113,900,Banana,Odisha
119,72,55,26,83.3,6.2,112.1,9000,Banana,Pondicherry
99,73,53,26.3,81.1,5.9,118.7,1833,Banana,Pondicherry
91,84,52,29.1,78.7,6.4,117.5,1667,Banana,Pondicherry
80,90,47,26.6,79.4,6.2,107.4,1583,Banana,Pondicherry
101,70,48,25.4,75,6,116.6,1583,Banana,Pondicherry
108,89,53,29.1,80.2,5.9,112.4,1833,Banana,Pondicherry
100,80,52,27.5,77.3,6,110.3,10000,Banana,Pondicherry
109,91,53,29.7,83.5,6,110.3,800,Banana,Punjab
82,78,46,25.1,85,5.7,110.4,900,Banana,Punjab
106,70,55,25.9,78.5,5.7,116.3,800,Banana,Punjab
90,86,52,25.9,82,5.8,119.1,800,Banana,Punjab
83,95,50,26.5,77.8,5.5,108.9,500,Banana,Punjab
119,90,48,28.7,79.6,6,118.3,500,Banana,Punjab
107,72,45,28.1,81.5,5.8,91.4,1500,Banana,Punjab
116,81,55,26.4,83.7,5.9,95.1,300,Banana,Punjab
101,75,50,26.6,81.4,6.2,110,1500,Banana,Punjab
93,81,50,27.7,76.6,6,102.2,450,Banana,Punjab
95,75,45,29,83,5.8,109,700,Banana,Punjab
107,71,55,29.4,84,6.1,117.2,1000,Banana,Punjab
83,94,47,27.4,81.1,6.5,112.1,700,Banana,Punjab
102,73,54,26.4,84.4,5.7,111,700,Banana,Punjab
86,79,45,27.8,82.7,5.8,99.2,650,Banana,Punjab
117,86,53,25.2,83.6,5.7,115.9,580,Banana,Punjab
111,79,53,28.3,75.8,6.2,119.7,850,Banana,Punjab
95,74,50,25.9,80.5,6,110.1,700,Banana,Punjab
91,75,55,27.5,76.1,6.2,109.3,370,Banana,Punjab
93,83,46,29.4,83.5,5.8,109.2,420,Banana,Punjab
92,85,51,29.2,81.1,5.7,108.9,1450,Banana,Punjab
104,80,54,27.1,81.3,5.9,110.1,2050,Banana,Punjab
103,72,51,26.1,81.8,6.1,104.5,1500,Banana,Punjab
92,75,45,29,78,5.7,90.4,2000,Banana,Punjab
93,85,49,28,79.3,5.7,119.5,500,Banana,Punjab
120,87,52,28.1,76.1,5.9,119,3000,Banana,Punjab
108,72,46,25.2,85,6.1,90.9,700,Banana,Punjab
105,88,54,25.8,84.5,6,114.2,800,Banana,Punjab
98,79,50,25.3,84.5,6.4,91.1,2500,Banana,Punjab
111,88,55,29.4,78.3,5.5,96.5,1500,Banana,Punjab
97,74,45,26.5,78.5,5.7,113.1,7500,Banana,Punjab
95,82,48,27.4,83.3,5.7,92.8,5000,Banana,Punjab
89,91,55,25.1,80.3,6.3,94.3,3000,Banana,Punjab
89,85,55,26.7,76.5,6.3,91.7,5000,Banana,Punjab
118,88,51,25.4,79.5,6.2,100.7,2000,Banana,Punjab
101,92,45,28.2,80.6,5.8,98,1200,Banana,Punjab
99,92,47,28.1,77.5,6.3,103.5,500,Banana,Punjab
82,77,46,28.9,82.2,5.9,95.8,800,Banana,Punjab
90,86,55,28,84.2,5.6,97.6,1500,Banana,Punjab
95,88,52,28,78.9,6.2,94.7,500,Banana,Punjab
104,73,46,29.1,80.1,6.3,90.5,600,Banana,Punjab
102,73,52,27.9,83.4,6.4,90.2,700,Banana,Punjab
100,74,52,25.4,81.5,5.8,96.5,2000,Banana,Punjab
94,89,48,28.6,84.5,5.7,111.1,2000,Banana,Punjab
99,70,46,26.6,83,5.7,100.5,5000,Banana,Punjab
112,87,48,27.2,77.4,6.2,99.5,2000,Banana,Punjab
117,82,45,25.3,79.3,5.6,105.4,400,Banana,Punjab
96,86,51,29.9,77,6.3,92,4000,Banana,Punjab
113,85,45,27.9,76.6,6,109.1,500,Banana,Punjab
105,93,46,25,78.8,5.8,108.4,700,Banana,Punjab
85,89,51,29.2,84.7,6.2,108.6,1000,Banana,Punjab
108,94,47,27.4,84.5,6.4,90.8,2500,Banana,Punjab
92,81,52,28,76.5,5.9,103.7,4000,Banana,Punjab
110,71,54,28.7,82.2,5.7,94.4,7000,Banana,Punjab
82,75,55,27.3,78.5,6.3,92.2,5000,Banana,Punjab
117,81,53,29.5,78.2,5.5,98.1,1200,Banana,Punjab
2,40,27,29.7,47.5,6,90.1,800,Mango,Punjab
39,24,31,33.6,53.7,4.8,98.7,1500,Mango,Punjab
21,26,27,27,47.7,5.7,95.9,500,Mango,Punjab
25,22,25,33.6,45.5,6,95.7,400,Mango,Punjab
0,21,32,35.9,54.3,6.4,92.2,900,Mango,Punjab
20,19,35,34.2,50.6,6.1,98,2500,Mango,Punjab
19,21,34,30,53.2,5.1,97.7,400,Mango,Punjab
18,17,31,31.7,45.2,5.7,93.8,300,Mango,Punjab
11,36,33,36,52.2,6,95.4,300,Mango,Punjab
30,28,30,31.9,52.2,5.1,98.5,200,Mango,Punjab
18,19,27,27.8,52.3,4.8,94.1,800,Mango,Punjab
23,23,27,34.7,51.4,5.2,97.3,400,Mango,Punjab
37,30,34,27.5,53.6,6.8,99.4,300,Mango,Punjab
11,27,30,27.7,48.6,6.4,89.9,300,Mango,Punjab
12,19,31,27.3,52.7,5.6,91.9,1400,Mango,Punjab
3,28,33,30.3,48.9,5.8,94.4,700,Mango,Punjab
37,38,32,31.9,45.5,5.4,91.6,700,Mango,Punjab
26,37,30,35.4,49.5,6.2,97.4,600,Mango,Punjab
14,18,30,29.8,52.1,5.2,95.7,500,Mango,Punjab
40,16,35,34.2,54.2,5,98.3,600,Mango,Punjab
4,20,25,28.9,47.9,5.7,100,700,Mango,Punjab
36,25,33,28,53.3,5.5,99.6,550,Mango,Punjab
30,17,31,31.2,54.5,6.8,94.6,3000,Mango,Punjab
28,37,28,32.1,50.5,6.1,98.6,1000,Mango,Punjab
38,15,30,28.9,48.1,5.1,97,1250,Mango,Punjab
12,37,30,31.1,47.4,4.5,90.3,350,Mango,Punjab
38,19,31,34.7,49.1,5.9,90.7,1500,Mango,Punjab
8,33,29,30,49.5,6.4,91.8,500,Mango,Punjab
15,27,28,33.8,46.1,4.5,90.8,900,Mango,Punjab
34,16,25,30.1,51,6.1,92.1,900,Mango,Punjab
11,36,31,27.9,51.8,6.5,100.3,1500,Mango,Punjab
33,29,34,31.4,49.2,6.8,93,5000,Mango,Punjab
12,31,26,35.8,51.9,5.4,100.2,1000,Mango,Punjab
12,34,28,33.4,45,6.1,98.8,1700,Mango,Punjab
5,16,31,36,48.7,4.6,98,400,Mango,Punjab
1,30,29,28.3,51.4,6.4,91.7,250,Mango,Punjab
16,35,31,32.3,50.2,5.3,96,800,Mango,Punjab
35,18,26,32,50.8,5.3,97.4,2000,Mango,Punjab
4,40,26,27.6,48.6,6.7,95.8,1500,Mango,Punjab
9,29,34,29.4,45.9,5.7,100.8,3500,Mango,Punjab
2,38,33,32.4,53.2,4.7,90.2,1100,Mango,Punjab
26,32,32,30.9,49.9,6.8,90.1,2800,Mango,Punjab
34,38,31,35.4,45.6,6.5,97.4,500,Mango,Punjab
5,32,33,32.3,52.6,5.8,93.4,700,Mango,Punjab
31,29,26,28.2,47.4,5,97.8,5390,Mango,Punjab
34,34,35,27.3,47.2,6.4,95.3,1800,Mango,Punjab
36,19,32,27.1,50.7,4.9,92.4,7000,Mango,Punjab
7,17,26,34.9,48.8,6.4,91.6,4500,Mango,Punjab
38,15,27,33.7,48.5,6.8,92.3,3000,Mango,Punjab
5,19,25,27.4,54.4,6.4,96.3,1500,Mango,Punjab
37,36,26,32.9,52.6,4.7,94.5,1200,Mango,Punjab
21,31,32,35.4,51.4,5.3,90.3,1200,Mango,Punjab
37,36,27,27.6,47.9,5.9,90.4,520,Mango,Punjab
23,23,30,32.8,47.5,4.8,90.9,2200,Mango,Punjab
36,26,26,30.2,51.1,6.8,95.2,5500,Mango,Punjab
24,33,35,29.3,54.8,5.3,100.8,1800,Mango,Punjab
26,18,30,32.1,51.1,6.3,96.6,1300,Mango,Punjab
22,17,26,28.7,47.7,4.8,99.6,400,Mango,Punjab
11,34,32,29.1,49.4,6.8,97.6,500,Mango,Punjab
29,35,28,28.3,53.5,7,90.4,500,Mango,Punjab
22,28,26,27.7,45.4,4.9,92.8,3000,Mango,Punjab
23,24,32,28.1,46.2,5.6,93.3,5500,Mango,Punjab
1,35,34,30.8,46.7,6.3,92.2,3500,Mango,Punjab
2,24,34,28.9,54.8,6.5,94.8,7500,Mango,Punjab
39,37,25,33.3,45.6,7,98.3,1000,Mango,Punjab
15,36,27,27.8,54,5.6,91,8500,Mango,Punjab
3,18,31,31.7,48.2,6.4,91.1,4500,Mango,Punjab
8,38,32,29.8,46.7,5,91.4,2000,Mango,Punjab
33,31,34,31.3,50.2,5.4,89.8,2200,Mango,Punjab
14,29,32,35.6,49,6.9,97.5,1200,Mango,Punjab
18,20,26,31.7,52,5.4,90,700,Mango,Punjab
9,21,32,32.3,53.6,5.9,95.9,1200,Mango,Punjab
20,30,27,27.8,51.6,4.7,95.9,1200,Mango,Punjab
9,38,25,34.6,50.3,5.5,100.3,4000,Mango,Punjab
26,24,34,31.3,52.2,6.8,89.7,6500,Mango,Punjab
